price,brand,model,year,title_status,mileage,color,state
18000,dodge,caravan,2019,clean vehicle,9476,white,texas
25200,dodge,door,2012,clean vehicle,80899,gray,new jersey
14100,dodge,caravan,2018,clean vehicle,57394,black,texas
13300,dodge,caravan,2018,clean vehicle,42190,white,california
16200,dodge,caravan,2019,clean vehicle,22591,black,oklahoma
13300,dodge,caravan,2018,clean vehicle,48681,gray,california
13100,dodge,caravan,2018,clean vehicle,42621,silver,california
15500,dodge,caravan,2017,clean vehicle,27761,silver,california
4500,dodge,door,2013,salvage insurance,107768,white,california
28400,dodge,durango,2019,clean vehicle,14355,gray,colorado
17400,dodge,caravan,2019,clean vehicle,9467,gray,colorado
6000,dodge,door,2014,clean vehicle,122837,silver,florida
20700,dodge,challenger,2019,clean vehicle,18313,gray,virginia
20300,dodge,challenger,2019,clean vehicle,19506,black,virginia
14000,dodge,journey,2018,clean vehicle,14750,black,oklahoma
22000,dodge,challenger,2019,clean vehicle,11280,green,virginia
17200,dodge,journey,2019,clean vehicle,13944,blue,virginia
15000,dodge,door,2016,clean vehicle,26922,blue,oklahoma
17500,dodge,journey,2019,clean vehicle,12690,gray,virginia
1300,dodge,door,2013,salvage insurance,239822,gray,michigan
1750,dodge,door,2014,salvage insurance,74975,red,nevada
16300,dodge,caravan,2019,clean vehicle,28289,red,florida
15700,dodge,caravan,2019,clean vehicle,38041,red,florida
10000,dodge,journey,2017,clean vehicle,52386,silver,florida
23100,dodge,charger,2019,clean vehicle,34391,white,florida
14900,dodge,caravan,2019,clean vehicle,39515,red,florida
16700,dodge,journey,2019,clean vehicle,22074,orange,virginia
16300,dodge,caravan,2019,clean vehicle,28782,white,florida
25800,dodge,durango,2019,clean vehicle,30092,red,north carolina
23800,dodge,challenger,2019,clean vehicle,26443,black,north carolina
16800,dodge,journey,2019,clean vehicle,28981,red,north carolina
15500,dodge,journey,2019,clean vehicle,32865,white,north carolina
6000,dodge,door,2014,clean vehicle,117258,blue,florida
26900,dodge,durango,2019,clean vehicle,16397,white,arizona
16900,dodge,caravan,2019,clean vehicle,16176,white,arizona
19500,dodge,caravan,2019,clean vehicle,1091,gray,arizona
15400,dodge,caravan,2019,clean vehicle,17472,black,arizona
2300,dodge,door,2012,clean vehicle,123882,white,texas
17000,dodge,charger,2019,clean vehicle,10341,red,california
34000,dodge,durango,2019,clean vehicle,19695,black,new jersey
13700,dodge,journey,2017,clean vehicle,51041,black,pennsylvania
19100,dodge,challenger,2018,clean vehicle,22646,white,west virginia
11800,dodge,journey,2018,clean vehicle,18138,white,west virginia
27500,dodge,durango,2019,clean vehicle,23987,gray,nevada
26900,dodge,durango,2019,clean vehicle,17160,black,nevada
27100,dodge,durango,2019,clean vehicle,26929,white,nevada
27200,dodge,durango,2019,clean vehicle,25815,white,nevada
9000,dodge,caravan,2017,clean vehicle,81992,silver,florida
22500,dodge,challenger,2019,clean vehicle,5000,gray,south carolina
7700,dodge,door,2015,clean vehicle,62683,white,west virginia
4500,dodge,van,2013,clean vehicle,107224,white,florida
2200,dodge,door,2013,salvage insurance,184905,gray,illinois
21500,dodge,charger,2019,clean vehicle,35153,black,pennsylvania
18800,dodge,challenger,2019,clean vehicle,26474,orange,pennsylvania
21800,dodge,charger,2019,clean vehicle,30943,red,pennsylvania
20300,dodge,challenger,2019,clean vehicle,17154,black,pennsylvania
8200,dodge,van,2016,clean vehicle,79637,white,south carolina
19000,dodge,caravan,2019,clean vehicle,12123,red,pennsylvania
8400,dodge,door,2016,clean vehicle,107822,blue,south carolina
19500,dodge,caravan,2019,clean vehicle,10221,blue,pennsylvania
7000,dodge,door,2015,clean vehicle,95278,blue,south carolina
19500,dodge,challenger,2019,clean vehicle,13457,gray,pennsylvania
8500,dodge,van,2014,clean vehicle,69936,blue,missouri
20500,dodge,challenger,2019,clean vehicle,13520,gray,pennsylvania
4900,dodge,door,2014,clean vehicle,96922,silver,south carolina
20800,dodge,door,2014,clean vehicle,72594,black,missouri
28500,dodge,durango,2019,clean vehicle,17896,silver,pennsylvania
21900,dodge,caravan,2019,clean vehicle,11088,silver,pennsylvania
15800,dodge,caravan,2019,clean vehicle,29567,black,nevada
33000,dodge,durango,2019,clean vehicle,15655,white,colorado
22700,dodge,challenger,2019,clean vehicle,26428,black,nevada
21900,dodge,charger,2019,clean vehicle,29003,white,pennsylvania
19300,dodge,charger,2019,clean vehicle,32229,red,pennsylvania
30700,dodge,durango,2019,clean vehicle,26503,black,nevada
19300,dodge,challenger,2019,clean vehicle,15446,black,pennsylvania
13750,dodge,caravan,2014,clean vehicle,128556,white,california
16400,dodge,caravan,2019,clean vehicle,23369,silver,nevada
19500,dodge,caravan,2019,clean vehicle,8767,black,pennsylvania
15100,dodge,caravan,2019,clean vehicle,48319,white,nevada
28500,dodge,durango,2019,clean vehicle,15275,black,pennsylvania
15300,dodge,caravan,2019,clean vehicle,33826,white,nevada
20300,dodge,challenger,2019,clean vehicle,16679,white,pennsylvania
22000,dodge,charger,2019,clean vehicle,26184,gray,pennsylvania
16700,dodge,journey,2019,clean vehicle,21203,gray,nevada
19300,dodge,challenger,2019,clean vehicle,17870,black,pennsylvania
34100,dodge,durango,2019,clean vehicle,17909,gray,michigan
14600,dodge,caravan,2019,clean vehicle,41126,silver,nevada
18200,dodge,caravan,2019,clean vehicle,14098,red,pennsylvania
33800,dodge,durango,2019,clean vehicle,15003,black,michigan
15900,dodge,journey,2019,clean vehicle,29105,black,nevada
16500,dodge,caravan,2019,clean vehicle,34794,black,pennsylvania
29600,dodge,durango,2019,clean vehicle,20034,silver,michigan
14100,dodge,caravan,2019,clean vehicle,46942,black,nevada
18200,dodge,caravan,2019,clean vehicle,14753,white,pennsylvania
18200,dodge,caravan,2019,clean vehicle,14359,black,pennsylvania
24300,dodge,charger,2019,clean vehicle,34922,black,michigan
15400,dodge,journey,2019,clean vehicle,20944,white,nevada
19000,dodge,journey,2019,clean vehicle,9877,white,pennsylvania
19000,dodge,journey,2019,clean vehicle,8949,black,pennsylvania
27800,dodge,challenger,2017,clean vehicle,13627,gray,georgia
18200,dodge,journey,2019,clean vehicle,18291,blue,pennsylvania
15000,dodge,journey,2018,clean vehicle,38029,white,pennsylvania
19200,dodge,caravan,2017,clean vehicle,32593,gray,michigan
15500,dodge,caravan,2018,clean vehicle,37352,red,pennsylvania
24900,dodge,challenger,2017,clean vehicle,23030,green,michigan
15500,dodge,journey,2018,clean vehicle,30671,red,pennsylvania
7600,dodge,door,2012,salvage insurance,79544,white,texas
18400,dodge,journey,2017,clean vehicle,15027,black,michigan
14700,dodge,caravan,2018,clean vehicle,29115,white,florida
3900,dodge,door,2015,clean vehicle,93604,white,florida
5200,dodge,door,2015,clean vehicle,100203,black,florida
17200,dodge,caravan,2019,clean vehicle,35401,silver,minnesota
18700,dodge,caravan,2019,clean vehicle,20279,red,minnesota
32000,dodge,durango,2019,clean vehicle,26090,red,minnesota
14500,dodge,door,2015,clean vehicle,107924,white,michigan
19400,dodge,caravan,2019,clean vehicle,14906,black,minnesota
17300,dodge,caravan,2019,clean vehicle,34407,black,minnesota
16700,dodge,journey,2019,clean vehicle,18049,orange,minnesota
19100,dodge,caravan,2019,clean vehicle,18132,white,minnesota
11100,dodge,door,2013,clean vehicle,109176,black,illinois
32000,dodge,durango,2019,clean vehicle,25456,black,minnesota
16900,dodge,caravan,2019,clean vehicle,38375,silver,minnesota
18000,dodge,charger,2017,clean vehicle,39792,blue,massachusetts
17800,dodge,caravan,2019,clean vehicle,30403,white,minnesota
18000,dodge,caravan,2019,clean vehicle,28252,white,minnesota
17500,dodge,caravan,2019,clean vehicle,31904,white,minnesota
14500,dodge,caravan,2018,clean vehicle,24336,silver,nevada
18500,dodge,caravan,2019,clean vehicle,23961,silver,minnesota
18600,dodge,caravan,2019,clean vehicle,22919,silver,minnesota
32000,dodge,durango,2019,clean vehicle,22863,red,minnesota
17000,dodge,caravan,2019,clean vehicle,38817,black,minnesota
16000,dodge,caravan,2019,clean vehicle,48854,white,minnesota
18000,dodge,caravan,2019,clean vehicle,27288,white,minnesota
15900,dodge,charger,2020,clean vehicle,5284,orange,pennsylvania
6200,dodge,door,2016,clean vehicle,99988,silver,alabama
3700,dodge,door,2013,clean vehicle,84109,black,alabama
24000,dodge,door,2012,clean vehicle,88539,white,mississippi
20800,dodge,van,2013,clean vehicle,33739,gold,nevada
18500,dodge,door,2012,clean vehicle,101017,white,mississippi
18300,dodge,challenger,2019,clean vehicle,13906,black,pennsylvania
21000,dodge,charger,2019,clean vehicle,20601,gray,pennsylvania
1300,dodge,van,2013,salvage insurance,135561,white,tennessee
11900,dodge,charger,2019,clean vehicle,23421,gray,pennsylvania
950,dodge,van,2012,salvage insurance,145174,white,maryland
26800,dodge,durango,2019,clean vehicle,21309,gray,pennsylvania
800,dodge,van,2012,salvage insurance,217576,orange,north carolina
21000,dodge,caravan,2019,clean vehicle,10350,white,pennsylvania
1900,dodge,door,2012,salvage insurance,157636,orange,georgia
33500,dodge,durango,2019,clean vehicle,8605,white,pennsylvania
900,dodge,door,2013,salvage insurance,139404,blue,connecticut
21000,dodge,caravan,2019,clean vehicle,10170,gray,pennsylvania
26800,dodge,durango,2019,clean vehicle,22272,silver,pennsylvania
5700,dodge,van,2016,clean vehicle,101906,blue,texas
18500,dodge,challenger,2019,clean vehicle,27019,green,pennsylvania
33000,dodge,durango,2019,clean vehicle,10930,white,pennsylvania
11000,dodge,caravan,2019,clean vehicle,73552,silver,texas
15800,dodge,caravan,2019,clean vehicle,37107,blue,pennsylvania
3600,dodge,door,2013,salvage insurance,124247,white,michigan
16300,dodge,caravan,2019,clean vehicle,36993,white,pennsylvania
2700,dodge,door,2015,clean vehicle,67133,white,texas
12800,dodge,caravan,2019,clean vehicle,33580,no_color,pennsylvania
9700,dodge,door,2015,clean vehicle,94140,black,texas
18300,dodge,journey,2019,clean vehicle,10447,silver,pennsylvania
16000,dodge,charger,2019,clean vehicle,10229,silver,illinois
21000,dodge,caravan,2019,clean vehicle,6269,gray,pennsylvania
3700,dodge,door,2014,clean vehicle,98699,white,texas
33000,dodge,durango,2019,clean vehicle,10631,gray,illinois
14700,dodge,caravan,2019,clean vehicle,44381,silver,pennsylvania
33000,dodge,durango,2019,clean vehicle,13960,silver,illinois
15900,dodge,caravan,2019,clean vehicle,14051,white,pennsylvania
33000,dodge,durango,2019,clean vehicle,20800,gray,illinois
33000,dodge,durango,2019,clean vehicle,8873,gray,illinois
32500,dodge,durango,2019,clean vehicle,15502,black,illinois
33000,dodge,durango,2019,clean vehicle,9669,silver,illinois
13000,dodge,caravan,2018,clean vehicle,50873,black,virginia
33000,dodge,durango,2019,clean vehicle,14117,white,illinois
16500,dodge,charger,2019,clean vehicle,46820,red,illinois
33000,dodge,durango,2019,clean vehicle,7247,gray,illinois
34500,dodge,challenger,2017,clean vehicle,40991,red,north carolina
33500,dodge,durango,2019,clean vehicle,9023,white,illinois
48000,dodge,durango,2018,clean vehicle,8047,white,pennsylvania
54500,dodge,durango,2019,clean vehicle,3966,red,illinois
13200,dodge,caravan,2018,clean vehicle,41014,silver,pennsylvania
31500,dodge,durango,2018,clean vehicle,20907,white,illinois
17400,dodge,durango,2017,clean vehicle,89795,red,illinois
26000,dodge,durango,2017,clean vehicle,57158,white,illinois
1700,dodge,door,2013,salvage insurance,126718,orange,texas
11000,dodge,door,2013,clean vehicle,83976,white,illinois
21000,dodge,charger,2018,clean vehicle,12554,gray,texas
5500,dodge,door,2015,clean vehicle,60707,gray,texas
7500,dodge,door,2014,clean vehicle,40110,red,texas
15800,dodge,caravan,2019,clean vehicle,28038,silver,michigan
16900,dodge,journey,2019,clean vehicle,26643,red,michigan
25000,dodge,durango,2019,clean vehicle,36127,white,michigan
18000,dodge,door,2019,salvage insurance,19983,black,massachusetts
15600,dodge,caravan,2019,clean vehicle,29926,black,michigan
23800,dodge,durango,2019,clean vehicle,36750,white,north carolina
16800,dodge,journey,2019,clean vehicle,27312,black,michigan
22700,dodge,durango,2019,clean vehicle,49575,white,north carolina
23300,dodge,challenger,2019,clean vehicle,30279,red,north carolina
23500,dodge,challenger,2019,clean vehicle,25825,white,north carolina
25500,dodge,durango,2019,clean vehicle,32474,silver,north carolina
21800,dodge,challenger,2019,clean vehicle,30585,white,north carolina
22800,dodge,durango,2019,clean vehicle,36203,gray,north carolina
18200,dodge,caravan,2019,clean vehicle,29602,red,michigan
23500,dodge,challenger,2019,clean vehicle,28689,red,north carolina
25700,dodge,durango,2019,clean vehicle,31447,charcoal,north carolina
15700,dodge,caravan,2019,clean vehicle,39148,white,north carolina
17500,dodge,journey,2018,clean vehicle,33495,silver,michigan
15700,dodge,caravan,2019,clean vehicle,35274,white,north carolina
16500,dodge,caravan,2018,clean vehicle,48745,white,indiana
16100,dodge,caravan,2019,clean vehicle,31297,red,north carolina
15600,dodge,caravan,2019,clean vehicle,38745,charcoal,north carolina
15400,dodge,caravan,2019,clean vehicle,37704,gray,north carolina
28200,dodge,durango,2017,clean vehicle,27060,white,michigan
15300,dodge,caravan,2019,clean vehicle,40002,no_color,north carolina
15900,dodge,caravan,2019,clean vehicle,34930,red,north carolina
17700,dodge,door,2016,clean vehicle,22863,gray,indiana
15800,dodge,caravan,2019,clean vehicle,36876,white,north carolina
15900,dodge,caravan,2019,clean vehicle,34264,charcoal,north carolina
25300,dodge,charger,2019,clean vehicle,17515,red,new mexico
16300,dodge,caravan,2019,clean vehicle,27071,silver,north carolina
29500,dodge,durango,2019,clean vehicle,14656,gray,new mexico
14500,dodge,caravan,2019,clean vehicle,35652,gray,north carolina
15400,dodge,caravan,2019,clean vehicle,30055,no_color,north carolina
15400,dodge,caravan,2019,clean vehicle,43088,charcoal,north carolina
15100,dodge,caravan,2019,clean vehicle,33641,purple,north carolina
15000,dodge,caravan,2019,clean vehicle,34797,black,north carolina
15500,dodge,caravan,2019,clean vehicle,43943,gray,north carolina
15000,dodge,caravan,2019,clean vehicle,35744,no_color,north carolina
15200,dodge,caravan,2019,clean vehicle,31542,no_color,north carolina
15700,dodge,caravan,2019,clean vehicle,26899,white,north carolina
16100,dodge,journey,2019,clean vehicle,29985,silver,north carolina
16300,dodge,journey,2018,clean vehicle,37009,silver,texas
16000,dodge,journey,2019,clean vehicle,30731,white,north carolina
16900,dodge,journey,2019,clean vehicle,30062,silver,north carolina
17000,dodge,journey,2019,clean vehicle,28295,charcoal,north carolina
17300,dodge,journey,2019,clean vehicle,25534,silver,north carolina
15900,dodge,journey,2019,clean vehicle,29716,gray,north carolina
15700,dodge,journey,2019,clean vehicle,34294,silver,north carolina
16900,dodge,journey,2019,clean vehicle,27643,white,north carolina
15500,dodge,journey,2019,clean vehicle,35516,white,north carolina
15100,dodge,journey,2019,clean vehicle,40674,silver,north carolina
15500,dodge,journey,2019,clean vehicle,32494,white,north carolina
15400,dodge,journey,2019,clean vehicle,35047,red,north carolina
16500,dodge,journey,2019,clean vehicle,32898,silver,north carolina
42500,dodge,challenger,2015,clean vehicle,13740,black,texas
16600,dodge,journey,2019,clean vehicle,23132,charcoal,north carolina
15200,dodge,journey,2019,clean vehicle,37174,silver,north carolina
15800,dodge,journey,2019,clean vehicle,34023,charcoal,north carolina
16900,dodge,journey,2019,clean vehicle,30021,charcoal,north carolina
11100,dodge,caravan,2017,clean vehicle,51469,gray,north carolina
15600,dodge,journey,2019,clean vehicle,31237,charcoal,north carolina
16900,dodge,journey,2019,clean vehicle,30186,silver,north carolina
15300,dodge,journey,2019,clean vehicle,41956,silver,north carolina
16600,dodge,journey,2019,clean vehicle,30727,black,north carolina
21800,dodge,durango,2017,clean vehicle,38956,black,pennsylvania
36500,dodge,charger,2018,clean vehicle,22036,white,virginia
26300,dodge,durango,2019,clean vehicle,26462,red,georgia
20900,dodge,challenger,2019,clean vehicle,23143,red,georgia
20100,dodge,challenger,2019,clean vehicle,17340,gray,georgia
26700,dodge,charger,2019,clean vehicle,29749,gray,georgia
23900,dodge,charger,2019,clean vehicle,35248,white,georgia
14500,dodge,caravan,2018,clean vehicle,40417,no_color,florida
23000,dodge,durango,2017,clean vehicle,30309,gray,virginia
15000,dodge,journey,2018,clean vehicle,42303,red,north carolina
15000,dodge,journey,2018,clean vehicle,35326,white,north carolina
28500,ford,door,2017,clean vehicle,92100,white,texas
28000,ford,door,2017,clean vehicle,99375,white,texas
9000,ford,door,2017,clean vehicle,72418,gray,texas
28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,connecticut
25000,ford,door,2017,clean vehicle,119439,white,texas
17347,ford,doors,2015,clean vehicle,54396,black,massachusetts
13800,ford,door,2016,clean vehicle,91606,white,texas
25888,ford,doors,2015,clean vehicle,2807,black,new jersey
8500,ford,fusion,2017,clean vehicle,78739,black,tennessee
21289,ford,doors,2015,clean vehicle,71955,gray,new york
17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat,new jersey
2700,ford,door,2012,clean vehicle,98470,blue,texas
30977,ford,doors,2015,clean vehicle,28937,competition orange,pennsylvania
13799,ford,doors,2015,clean vehicle,83693,red,new jersey
20500,ford,srw,2014,clean vehicle,90888,white,arizona
8500,ford,drw,2012,clean vehicle,216942,white,texas
9900,ford,door,2015,clean vehicle,205796,white,florida
65500,ford,srw,2019,clean vehicle,6500,black,indiana
24500,ford,wagon,2018,clean vehicle,39943,white,florida
32500,ford,explorer,2020,clean vehicle,5920,silver,missouri
9200,ford,fusion,2018,clean vehicle,71478,blue,pennsylvania
17700,ford,door,2017,clean vehicle,119520,silver,pennsylvania
18300,ford,fusion,2020,clean vehicle,10882,white,california
43500,ford,srw,2019,clean vehicle,29010,gray,illinois
15200,ford,door,2016,clean vehicle,69003,white,pennsylvania
36200,ford,srw,2019,clean vehicle,16207,no_color,illinois
21900,ford,mustang,2018,clean vehicle,29748,red,new jersey
20700,ford,wagon,2019,clean vehicle,25582,white,california
12300,ford,fusion,2019,clean vehicle,24520,gray,california
4200,ford,door,2016,clean vehicle,104383,blue,pennsylvania
19500,ford,transit,2019,clean vehicle,34164,white,california
14300,ford,fusion,2020,clean vehicle,6975,silver,california
13700,ford,van,2016,clean vehicle,67150,white,pennsylvania
13200,ford,door,2015,clean vehicle,100820,white,pennsylvania
6200,ford,door,2014,clean vehicle,142286,white,pennsylvania
6500,ford,door,2015,clean vehicle,60015,black,pennsylvania
1500,ford,door,2013,clean vehicle,126381,gray,pennsylvania
2200,ford,door,2013,clean vehicle,128753,black,pennsylvania
4200,ford,door,2013,clean vehicle,0,no_color,pennsylvania
8700,ford,van,2013,clean vehicle,64598,white,pennsylvania
3200,ford,door,2012,clean vehicle,111532,black,pennsylvania
9000,ford,door,2012,clean vehicle,149346,black,pennsylvania
20000,ford,edge,2018,clean vehicle,43567,silver,illinois
33000,ford,door,2017,clean vehicle,36004,white,texas
23300,ford,f-150,2019,clean vehicle,10935,white,south carolina
8750,ford,van,2017,clean vehicle,150484,white,illinois
11975,ford,door,2012,clean vehicle,122014,white,texas
23600,ford,transit,2019,clean vehicle,19363,white,south carolina
12000,ford,explorer,2016,clean vehicle,42902,black,texas
30900,ford,f-150,2018,clean vehicle,401,red,indiana
23900,ford,transit,2019,clean vehicle,11077,white,south carolina
40400,ford,f-150,2018,clean vehicle,34100,black,indiana
38000,ford,srw,2019,clean vehicle,30018,white,minnesota
27000,ford,flex,2019,clean vehicle,18279,white,illinois
24000,ford,transit,2019,clean vehicle,7373,white,south carolina
30000,ford,ranger,2019,clean vehicle,2590,gray,wisconsin
16200,ford,fusion,2019,clean vehicle,41662,white,south carolina
30000,ford,flex,2019,clean vehicle,15019,gray,wisconsin
23900,ford,transit,2019,clean vehicle,9420,white,south carolina
13800,ford,taurus,2018,clean vehicle,41864,white,missouri
23700,ford,transit,2019,clean vehicle,16829,white,south carolina
24300,ford,f-150,2018,clean vehicle,6290,gray,illinois
54900,ford,srw,2019,clean vehicle,14393,black,nevada
22500,ford,taurus,2018,clean vehicle,14599,white,wisconsin
39000,ford,f-150,2018,clean vehicle,25839,gray,illinois
13900,ford,escape,2018,clean vehicle,60715,gray,wisconsin
24700,ford,explorer,2018,clean vehicle,23350,red,illinois
20100,ford,transit,2018,clean vehicle,62386,white,california
22000,ford,mustang,2018,clean vehicle,6248,red,illinois
38200,ford,mustang,2019,clean vehicle,878,green,florida
24400,ford,transit,2018,clean vehicle,49710,white,california
35000,ford,mustang,2018,clean vehicle,2042,blue,illinois
18600,ford,flex,2019,clean vehicle,7742,white,florida
22700,ford,transit,2018,clean vehicle,39733,white,california
38000,ford,f-150,2018,clean vehicle,33701,black,illinois
17000,ford,door,2014,clean vehicle,67542,red,illinois
17500,ford,escape,2017,clean vehicle,35095,gray,wisconsin
23200,ford,f-150,2019,clean vehicle,8652,white,michigan
30700,ford,explorer,2017,clean vehicle,51107,red,wisconsin
23500,ford,transit,2019,clean vehicle,14987,white,michigan
26400,ford,edge,2017,clean vehicle,28252,blue,wisconsin
23500,ford,transit,2019,clean vehicle,16009,white,michigan
38000,ford,door,2017,clean vehicle,47866,white,wisconsin
23600,ford,transit,2019,clean vehicle,11004,white,michigan
19300,ford,edge,2017,clean vehicle,42895,gray,wisconsin
23200,ford,f-150,2019,clean vehicle,9490,white,michigan
13800,ford,door,2017,clean vehicle,39027,no_color,wisconsin
23600,ford,transit,2019,clean vehicle,13466,white,michigan
23200,ford,f-150,2019,clean vehicle,8737,white,michigan
40000,ford,door,2017,clean vehicle,23960,red,wisconsin
23400,ford,f-150,2019,clean vehicle,5562,white,michigan
23600,ford,transit,2019,clean vehicle,13763,white,michigan
23000,ford,f-150,2019,clean vehicle,10444,white,michigan
25500,ford,door,2017,clean vehicle,41696,black,wisconsin
23500,ford,transit,2019,clean vehicle,15787,white,michigan
29900,ford,door,2017,clean vehicle,9167,white,wisconsin
23200,ford,transit,2019,clean vehicle,17541,white,michigan
50500,ford,f-150,2017,clean vehicle,24686,silver,wisconsin
23400,ford,transit,2019,clean vehicle,15210,white,michigan
24500,ford,transit,2017,clean vehicle,54601,white,wisconsin
49000,ford,mustang,2017,clean vehicle,2205,black,illinois
25400,ford,transit,2017,clean vehicle,35691,white,wisconsin
23000,ford,flex,2017,clean vehicle,32788,silver,illinois
6000,ford,door,2012,clean vehicle,180471,gray,minnesota
22400,ford,edge,2016,clean vehicle,42925,black,wisconsin
22500,ford,edge,2016,clean vehicle,37385,black,wisconsin
25200,ford,edge,2019,clean vehicle,15415,gray,virginia
36000,ford,door,2016,clean vehicle,20047,white,wisconsin
26700,ford,edge,2019,clean vehicle,16884,black,virginia
30500,ford,door,2016,clean vehicle,57936,gray,wisconsin
26700,ford,edge,2019,clean vehicle,15244,black,virginia
25000,ford,edge,2019,clean vehicle,19842,gray,virginia
35200,ford,door,2016,clean vehicle,38830,white,wisconsin
30300,ford,f-150,2019,clean vehicle,31899,white,tennessee
25000,ford,door,2016,clean vehicle,69305,no_color,illinois
26500,ford,door,2016,clean vehicle,46098,red,wisconsin
21600,ford,mustang,2019,clean vehicle,29457,gray,virginia
18800,ford,edge,2016,clean vehicle,30765,no_color,wisconsin
21500,ford,mustang,2019,clean vehicle,29096,red,virginia
9000,ford,door,2016,clean vehicle,40437,no_color,new jersey
16700,ford,cutaway,2015,clean vehicle,69004,white,wisconsin
16800,ford,cutaway,2015,clean vehicle,65179,white,wisconsin
15700,ford,cutaway,2015,clean vehicle,75862,white,wisconsin
16800,ford,cutaway,2015,clean vehicle,68319,white,wisconsin
19500,ford,door,2015,clean vehicle,80354,gray,wisconsin
20500,ford,door,2015,clean vehicle,51441,black,wisconsin
17400,ford,cutaway,2015,clean vehicle,70954,white,wisconsin
17500,ford,door,2014,clean vehicle,92500,red,wisconsin
26000,ford,door,2014,clean vehicle,66367,silver,illinois
56700,ford,f-150,2019,clean vehicle,13884,white,kentucky
5000,ford,door,2013,clean vehicle,202565,no_color,wisconsin
40200,ford,f-150,2019,clean vehicle,26484,no_color,kentucky
54000,ford,door,2013,clean vehicle,703,red,illinois
65200,ford,max,2019,clean vehicle,18138,white,kentucky
32500,ford,srw,2017,clean vehicle,28007,white,minnesota
25500,ford,transit,2019,clean vehicle,11251,white,illinois
63000,ford,srw,2019,clean vehicle,11640,no_color,illinois
44000,ford,srw,2019,clean vehicle,10763,white,illinois
70000,ford,drw,2019,clean vehicle,9643,no_color,illinois
56200,ford,srw,2019,clean vehicle,33930,gray,kentucky
35000,ford,srw,2019,clean vehicle,26451,white,wisconsin
57700,ford,srw,2019,clean vehicle,21101,red,kentucky
74000,ford,drw,2019,clean vehicle,10536,no_color,illinois
60200,ford,srw,2019,clean vehicle,31744,white,kentucky
60000,ford,srw,2018,clean vehicle,18062,black,illinois
63000,ford,srw,2018,clean vehicle,17942,black,illinois
22500,ford,door,2014,clean vehicle,43646,black,wisconsin
8300,ford,energi,2014,clean vehicle,71989,gray,wisconsin
8300,ford,door,2012,clean vehicle,138328,white,wisconsin
21000,ford,door,2013,clean vehicle,95386,brown,wisconsin
19300,ford,fusion,2019,clean vehicle,23740,black,mississippi
16400,ford,fusion,2019,clean vehicle,36064,gray,alabama
27300,ford,f-150,2019,clean vehicle,18805,gray,mississippi
26400,ford,cab,2012,clean vehicle,151035,white,wisconsin
35100,ford,mustang,2019,clean vehicle,10099,red,mississippi
41500,ford,f-150,2018,clean vehicle,9800,black,new jersey
34100,ford,mustang,2019,clean vehicle,10483,white,mississippi
28600,ford,f-150,2019,clean vehicle,17544,no_color,california
34100,ford,mustang,2019,clean vehicle,10167,red,mississippi
28700,ford,ranger,2019,clean vehicle,11457,gray,california
24700,ford,edge,2019,clean vehicle,26590,no_color,california
46500,ford,expedition,2019,clean vehicle,35346,black,california
29000,ford,f-150,2019,clean vehicle,12953,black,california
25500,ford,edge,2019,clean vehicle,26693,silver,california
39500,ford,f-150,2019,clean vehicle,25071,yellow,california
33100,ford,f-150,2019,clean vehicle,33538,yellow,california
30500,ford,f-150,2019,clean vehicle,9915,gray,california
3600,ford,fiesta,2018,clean vehicle,1,silver,arizona
16800,ford,fusion,2019,clean vehicle,9910,red,california
24000,ford,f-150,2019,clean vehicle,16765,gray,texas
58500,ford,expedition,2019,clean vehicle,4970,gray,california
55000,ford,door,2017,clean vehicle,43964,black,texas
28800,ford,f-150,2019,clean vehicle,40785,silver,california
26800,ford,door,2015,clean vehicle,108998,white,new jersey
36000,ford,max,2018,clean vehicle,58576,gray,wisconsin
20000,ford,wagon,2018,clean vehicle,55475,white,wisconsin
46700,ford,drw,2019,clean vehicle,35929,black,alabama
42800,ford,srw,2019,clean vehicle,21669,silver,alabama
21800,ford,mustang,2018,clean vehicle,16079,no_color,california
18800,ford,mustang,2018,clean vehicle,41147,white,california
18800,ford,flex,2018,clean vehicle,45798,black,california
30200,ford,f-150,2018,clean vehicle,21703,red,california
27500,ford,explorer,2018,clean vehicle,22284,black,california
37500,ford,transit,2018,clean vehicle,24567,white,california
19100,ford,mustang,2018,clean vehicle,30594,silver,california
17100,ford,flex,2018,clean vehicle,52747,white,california
13500,ford,escape,2018,clean vehicle,21592,silver,florida
54500,ford,srw,2018,clean vehicle,19853,blue,california
9000,ford,fiesta,2018,clean vehicle,25201,gray,florida
16400,ford,f-150,2020,clean vehicle,10351,black,pennsylvania
17000,ford,fusion,2020,clean vehicle,1117,gray,pennsylvania
24800,ford,door,2017,clean vehicle,37279,gold,california
26800,ford,door,2017,clean vehicle,30113,red,california
19400,ford,door,2017,clean vehicle,27570,white,california
20000,ford,flex,2017,clean vehicle,45188,silver,california
7000,ford,door,2012,clean vehicle,149712,silver,texas
25100,ford,explorer,2017,clean vehicle,25030,gold,california
2000,ford,door,2013,salvage insurance,105743,gray,oklahoma
18200,ford,fusion,2020,clean vehicle,9861,black,pennsylvania
14200,ford,fusion,2018,clean vehicle,1751,red,illinois
